|id|site_id|title|price|sale_price|currency_id|available_quantity|sold_quantity|buying_mode|listing_type_id|stop_time|condition|permalink|thumbnail|accepts_mercadopago|attributes|original_price|category_id|official_store_id|domain_id|catalog_product_id|tags|order_backend|seller.id|seller.permalink|seller.registration_date|seller.car_dealer|seller.real_estate_agency|seller.tags|installments.quantity|installments.amount|installments.rate|installments.currency_id|address.state_id|address.state_name|address.city_id|address.city_name|shipping.free_shipping|shipping.mode|shipping.tags|shipping.logistic_type|shipping.store_pick_up|seller_address.id|seller_address.comment|seller_address.address_line|seller_address.zip_code|seller_address.country.id|seller_address.country.name|seller_address.state.id|seller_address.state.name|seller_address.city.id|seller_address.city.name|seller_address.latitude|seller_address.longitude|differential_pricing.id|sub_cat
201|MCO568371949|MCO|Estuche + Vidrio 2 En 1 Protector Reloj Iwatch Apple|24900||COP|50|100|buy_it_now|gold_special|2040-11-18T04:41:45.000Z|new|https://articulo.mercadolibre.com.co/MCO-568371949-estuche-vidrio-2-en-1-protector-reloj-iwatch-apple-_JM|http://mco-s2-p.mlstatic.com/719585-MCO43807455256_102020-I.jpg|True|[{'id': 'BRAND', 'value_id': '94681', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 7092, 'name': 'Marca', 'value_name': 'X-View', 'value_struct': None, 'values': [{'id': '94681', 'name': 'X-View', 'struct': None, 'source': 7092}]}, {'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'id': 'ITEM_CONDITION', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'name': 'Condición del ítem'}, {'source': 2860837171021627, 'name': 'Línea', 'value_name': None, 'attribute_group_name': 'Otros', 'values': [{'id': '-1', 'name': None, 'struct': None, 'source': 2860837171021627}], 'attribute_group_id': 'OTHERS', 'id': 'LINE', 'value_id': '-1', 'value_struct': None}, {'value_name': 'Todas las series 1 2 3 4 5', 'values': [{'id': None, 'name': 'Todas las series 1 2 3 4 5', 'struct': None, 'source': 2860837171021627}], 'attribute_group_name': 'Otros', 'name': 'Modelo', 'value_id': None, 'attribute_group_id': 'OTHERS', 'source': 2860837171021627, 'id': 'MODEL', 'value_struct': None}]||MCO118449||MCO-SMARTWATCHES||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|2|150144343|||False|False||36|691.67|0|COP|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín|False|me2|[]|drop_off|False|||||CO|Colombia|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín||||smartwatches
202|MCO596663316|MCO|Correa Metálica Para Xiaomi Mi Band 5 Conector Magnetico|27999||COP|1|50|buy_it_now|gold_special|2040-11-26T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-596663316-correa-metalica-para-xiaomi-mi-band-5-conector-magnetico-_JM|http://mco-s1-p.mlstatic.com/662833-MCO44219960239_122020-I.jpg|True|[{'value_name': 'Genérica para Xiaomi', 'attribute_group_id': 'OTHERS', 'source': 3376461333454861, 'value_struct': None, 'values': [{'id': None, 'name': 'Genérica para Xiaomi', 'struct': None, 'source': 3376461333454861}], 'attribute_group_name': 'Otros', 'id': 'BRAND', 'name': 'Marca', 'value_id': None}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_struct': None, 'source': 4954751883138633, 'value_name': 'Nuevo', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 4954751883138633}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'value_id': None, 'value_struct': None, 'values': [{'id': None, 'name': 'Correa Metal para Xiaomi Mi band 5', 'struct': None, 'source': 3376461333454861}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 3376461333454861, 'id': 'MODEL', 'name': 'Modelo', 'value_name': 'Correa Metal para Xiaomi Mi band 5'}]||MCO434353||MCO-WATCH_BANDS||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']|3|242854941|||False|False||36|777.75|0|COP|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín|False|me2|['fulfillment']|fulfillment|False|||||CO|Colombia|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín||||smartwatches
203|MCO573214232|MCO|Reloj Inteligente Smartwatch Xiaomi Mi Band 5|176999||COP|1|50|buy_it_now|gold_special|2040-07-22T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-573214232-reloj-inteligente-smartwatch-xiaomi-mi-band-5-_JM|http://mco-s1-p.mlstatic.com/832274-MCO42894547491_072020-I.jpg|True|[{'name': 'Modelo alfanumérico', 'attribute_group_name': 'Otros', 'id': 'ALPHANUMERIC_MODEL', 'value_id': '8826588', 'value_name': 'XMSH10HM', 'value_struct': None, 'values': [{'struct': None, 'source': 4709228965570453, 'id': '8826588', 'name': 'XMSH10HM'}], 'attribute_group_id': 'OTHERS', 'source': 4709228965570453}, {'name': 'Marca', 'value_name': 'Xiaomi', 'value_struct': None, 'values': [{'source': 6808261514773724, 'id': '59387', 'name': 'Xiaomi', 'struct': None}], 'attribute_group_id': 'OTHERS', 'source': 6808261514773724, 'id': 'BRAND', 'value_id': '59387', 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'attribute_group_id': 'OTHERS', 'source': 6808261514773724, 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'attribute_group_name': 'Otros'}, {'name': 'Línea', 'value_id': None, 'value_name': 'Mi Band', 'attribute_group_id': 'OTHERS', 'source': 6808261514773724, 'id': 'LINE', 'value_struct': None, 'values': [{'name': 'Mi Band', 'struct': None, 'source': 6808261514773724, 'id': None}], 'attribute_group_name': 'Otros'}, {'value_struct': None, 'values': [{'source': 6808261514773724, 'id': '58615', 'name': '5', 'struct': None}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 6808261514773724, 'id': 'MODEL', 'name': 'Modelo', 'value_id': '58615', 'value_name': '5'}]||MCO118449||MCO-SMARTWATCHES|MCO15963017|['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']|4|490145385|||False|False||36|4916.64|0|COP|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín|True|me2|['fulfillment', 'mandatory_free_shipping']|fulfillment|False|||||CO|Colombia|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín||||smartwatches
204|MCO572555951|MCO|Pulsos Bandas 22m.m  Compatibles Huawei Gt2 De 46mm, Samsung|19900||COP|50|100|buy_it_now|gold_special|2040-07-18T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-572555951-pulsos-bandas-22mm-compatibles-huawei-gt2-de-46mm-samsung-_JM|http://mco-s2-p.mlstatic.com/871399-MCO44013248530_112020-I.jpg|True|[{'id': 'BRAND', 'value_id': None, 'value_struct': None, 'values': [{'struct': None, 'source': 3376461333454861, 'id': None, 'name': 'Sin Marca'}], 'name': 'Marca', 'value_name': 'Sin Marca', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 3376461333454861}, {'value_struct': None, 'attribute_group_id': 'OTHERS', 'value_id': '2230284', 'name': 'Condición del ítem', 'value_name': 'Nuevo', 'values': [{'name': 'Nuevo', 'struct': None, 'source': 2860837171021627, 'id': '2230284'}], 'attribute_group_name': 'Otros', 'source': 2860837171021627, 'id': 'ITEM_CONDITION'}, {'name': 'Línea', 'value_id': None, 'value_name': 'Goma', 'value_struct': None, 'source': 3376461333454861, 'id': 'LINE', 'values': [{'id': None, 'name': 'Goma', 'struct': None, 'source': 3376461333454861}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'name': 'Modelo', 'value_name': '22m.m.', 'value_struct': None, 'values': [{'struct': None, 'source': 3376461333454861, 'id': None, 'name': '22m.m.'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'id': 'MODEL', 'value_id': None, 'source': 3376461333454861}]||MCO118449||MCO-SMARTWATCHES||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']|5|64745760|||False|False||36|552.78|0|COP|CO-DC|Bogotá D.C.|TUNPQ1VTQTY3MTQ1|Usaquén|False|me2|['fulfillment', 'self_service_out']|fulfillment|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ1VTQTY3MTQ1|Usaquén||||smartwatches
205|MCO588501085|MCO|Correa Pulso Manilla Reloj Huawei Gt / Gt2e / Gt2 42mm/46mm|22900||COP|1|100|buy_it_now|gold_special|2040-10-06T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-588501085-correa-pulso-manilla-reloj-huawei-gt-gt2e-gt2-42mm46mm-_JM|http://mco-s2-p.mlstatic.com/783690-MCO44262494701_122020-I.jpg|True|[{'id': 'ALPHANUMERIC_MODEL', 'name': 'Modelo alfanumérico', 'value_id': '-1', 'value_name': None, 'value_struct': None, 'values': [{'id': '-1', 'name': None, 'struct': None, 'source': 2860837171021627}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 2860837171021627}, {'id': 'BRAND', 'name': 'Marca', 'value_name': 'Huawei', 'value_struct': None, 'values': [{'id': '8784', 'name': 'Huawei', 'struct': None, 'source': 2860837171021627}], 'value_id': '8784', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 2860837171021627}, {'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_name': 'Otros', 'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'attribute_group_id': 'OTHERS', 'source': 2860837171021627}, {'value_struct': None, 'values': [{'struct': None, 'source': 2860837171021627, 'id': '-1', 'name': None}], 'value_id': '-1', 'value_name': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 2860837171021627, 'id': 'LINE', 'name': 'Línea'}, {'attribute_group_name': 'Otros', 'source': 2860837171021627, 'id': 'MODEL', 'values': [{'id': None, 'name': 'Gt / Gt2e / Gt2 42mm/46mm', 'struct': None, 'source': 2860837171021627}], 'value_name': 'Gt / Gt2e / Gt2 42mm/46mm', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'name': 'Modelo', 'value_id': None}]||MCO118449||MCO-SMARTWATCHES|MCO16012399|['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']|6|449486242|||False|False||36|636.11|0|COP|CO-DC|Bogotá D.C.|TUNPQ0ZPTjcyNzAz|Fontibón|False|me2|['self_service_in']|cross_docking|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ0ZPTjcyNzAz|Fontibón||||smartwatches
206|MCO590064672|MCO|Correa Manilla 20mm - Amazfit Bip, U, Lite, S, Gts, Gtr 42mm|17800||COP|500|50|buy_it_now|gold_pro|2040-10-14T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-590064672-correa-manilla-20mm-amazfit-bip-u-lite-s-gts-gtr-42mm-_JM|http://mco-s1-p.mlstatic.com/707454-MCO43799573309_102020-I.jpg|True|[{'source': 3045741222775799, 'name': 'Modelo alfanumérico', 'value_id': '-1', 'value_name': None, 'values': [{'name': None, 'struct': None, 'source': 3045741222775799, 'id': '-1'}], 'attribute_group_name': 'Otros', 'id': 'ALPHANUMERIC_MODEL', 'value_struct': None, 'attribute_group_id': 'OTHERS'}, {'name': 'Marca', 'value_struct': None, 'values': [{'id': '59387', 'name': 'Xiaomi', 'struct': None, 'source': 3045741222775799}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 3045741222775799, 'id': 'BRAND', 'value_id': '59387', 'value_name': 'Xiaomi'}, {'value_id': '2230284', 'value_struct': None, 'attribute_group_name': 'Otros', 'source': 3045741222775799, 'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'attribute_group_id': 'OTHERS', 'value_name': 'Nuevo', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 3045741222775799}]}, {'id': 'LINE', 'value_id': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'name': 'Línea', 'value_name': 'Amazfit', 'value_struct': None, 'values': [{'id': None, 'name': 'Amazfit', 'struct': None, 'source': 3045741222775799}], 'source': 3045741222775799}, {'value_struct': None, 'attribute_group_name': 'Otros', 'id': 'MODEL', 'name': 'Modelo', 'value_id': '8866447', 'value_name': 'Bip Lite', 'values': [{'source': 3045741222775799, 'id': '8866447', 'name': 'Bip Lite', 'struct': None}], 'attribute_group_id': 'OTHERS', 'source': 3045741222775799}]||MCO118449||MCO-SMARTWATCHES|MCO16009294|['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|7|494573292|||False|False||12|1483.33|0|COP|CO-ATL|Atlantico|TUNPQ0JBUjkzOTg0|Barranquilla|False|me2|[]|drop_off|False|||||CO|Colombia|CO-ATL|Atlantico|TUNPQ0JBUjkzOTg0|Barranquilla|||33602181.0|smartwatches
207|MCO554756600|MCO|Xiaomi Mi Band 4 Español + Banda Adicional Pulsera A Color|107999||COP|1|250|buy_it_now|gold_special|2040-02-24T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-554756600-xiaomi-mi-band-4-espanol-banda-adicional-pulsera-a-color-_JM|http://mco-s1-p.mlstatic.com/873496-MCO41891816717_052020-I.jpg|True|[{'id': 'ALPHANUMERIC_MODEL', 'value_id': '8958439', 'source': 4709228965570453, 'values': [{'id': '8958439', 'name': 'XMSH07HM', 'struct': None, 'source': 4709228965570453}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'name': 'Modelo alfanumérico', 'value_name': 'XMSH07HM', 'value_struct': None}, {'value_name': 'Xiaomi', 'value_struct': None, 'values': [{'source': 6808261514773724, 'id': '59387', 'name': 'Xiaomi', 'struct': None}], 'id': 'BRAND', 'value_id': '59387', 'attribute_group_name': 'Otros', 'source': 6808261514773724, 'name': 'Marca', 'attribute_group_id': 'OTHERS'}, {'name': 'Condición del ítem', 'value_id': '2230284', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}], 'attribute_group_name': 'Otros', 'id': 'ITEM_CONDITION', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'source': 6808261514773724}, {'name': 'Línea', 'value_name': 'Smartband', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 3376461333454861, 'id': 'LINE', 'value_id': None, 'values': [{'id': None, 'name': 'Smartband', 'struct': None, 'source': 3376461333454861}]}, {'name': 'Modelo', 'value_id': None, 'attribute_group_id': 'OTHERS', 'values': [{'id': None, 'name': 'Mi Band 4', 'struct': None, 'source': 6808261514773724}], 'attribute_group_name': 'Otros', 'source': 6808261514773724, 'id': 'MODEL', 'value_name': 'Mi Band 4', 'value_struct': None}]||MCO118449||MCO-SMARTWATCHES|MCO14786767|['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']|8|242854941|||False|False||36|2999.97|0|COP|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín|True|me2|['fulfillment', 'mandatory_free_shipping']|fulfillment|False|||||CO|Colombia|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín||||smartwatches
208|MCO585245092|MCO|Manilla Correa Deportiva Tipo Nike Para Xiaomi Mi Band 5 |7000||COP|50|50|buy_it_now|gold_special|2040-09-22T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-585245092-manilla-correa-deportiva-tipo-nike-para-xiaomi-mi-band-5-_JM|http://mco-s1-p.mlstatic.com/663320-MCO43598812714_092020-I.jpg|True|[{'name': 'Marca', 'source': 2860837171021627, 'values': [{'struct': None, 'source': 2860837171021627, 'id': '59387', 'name': 'Xiaomi'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'id': 'BRAND', 'value_id': '59387', 'value_name': 'Xiaomi', 'value_struct': None}, {'name': 'Condición del ítem', 'attribute_group_name': 'Otros', 'id': 'ITEM_CONDITION', 'value_name': 'Nuevo', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 2860837171021627}], 'attribute_group_id': 'OTHERS', 'source': 2860837171021627, 'value_id': '2230284'}, {'value_struct': None, 'values': [{'id': None, 'name': 'Mi Band 5', 'struct': None, 'source': 2860837171021627}], 'source': 2860837171021627, 'name': 'Modelo', 'value_id': None, 'value_name': 'Mi Band 5', 'id': 'MODEL', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}]||MCO434353||MCO-WATCH_BANDS||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|9|81213245|||False|False||36|194.44|0|COP|CO-DC|Bogotá D.C.|TUNPQ0FOVDMyNjIx|Antonio Nariño|False|me2|['self_service_in']|cross_docking|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ0FOVDMyNjIx|Antonio Nariño||||smartwatches
209|MCO581658198|MCO|Pulso, Correa, Manilla Silicona Para Bip Gts Watch 20mm |13000||COP|50|50|buy_it_now|gold_special|2040-09-04T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-581658198-pulso-correa-manilla-silicona-para-bip-gts-watch-20mm-_JM|http://mco-s1-p.mlstatic.com/850806-MCO43563260398_092020-I.jpg|True|[{'name': 'Marca', 'value_struct': None, 'values': [{'name': 'Xiaomi', 'struct': None, 'source': 3045741222775799, 'id': '59387'}], 'source': 3045741222775799, 'id': 'BRAND', 'value_name': 'Xiaomi', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'value_id': '59387'}, {'id': 'ITEM_CONDITION', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'values': [{'source': 3045741222775799, 'id': '2230284', 'name': 'Nuevo', 'struct': None}], 'source': 3045741222775799, 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None}, {'value_id': None, 'values': [{'id': None, 'name': 'BIP', 'struct': None, 'source': 3045741222775799}], 'attribute_group_name': 'Otros', 'id': 'MODEL', 'value_name': 'BIP', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'source': 3045741222775799, 'name': 'Modelo'}]||MCO434353||MCO-WATCH_BANDS||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|10|81213245|||False|False||36|361.11|0|COP|CO-DC|Bogotá D.C.|TUNPQ0FOVDMyNjIx|Antonio Nariño|False|me2|['self_service_in']|cross_docking|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ0FOVDMyNjIx|Antonio Nariño||||smartwatches
210|MCO559253795|MCO|Set Correa Pulso Samsung Watch 46mm / Gear S3 Acero Inox N|79990||COP|1|50|buy_it_now|gold_special|2040-04-14T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-559253795-set-correa-pulso-samsung-watch-46mm-gear-s3-acero-inox-n-_JM|http://mco-s2-p.mlstatic.com/941974-MCO41483399752_042020-I.jpg|True|[{'value_id': '276243', 'value_name': 'Genérica', 'attribute_group_id': 'OTHERS', 'source': 3376461333454861, 'id': 'BRAND', 'name': 'Marca', 'value_struct': None, 'values': [{'id': '276243', 'name': 'Genérica', 'struct': None, 'source': 3376461333454861}], 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_name': 'Nuevo', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 4954751883138633}], 'attribute_group_name': 'Otros', 'source': 4954751883138633}, {'attribute_group_name': 'Otros', 'id': 'LINE', 'value_id': None, 'value_name': 'Samsung', 'attribute_group_id': 'OTHERS', 'name': 'Línea', 'value_struct': None, 'values': [{'id': None, 'name': 'Samsung', 'struct': None, 'source': 3376461333454861}], 'source': 3376461333454861}, {'id': 'MODEL', 'value_struct': None, 'values': [{'id': None, 'name': '22mm', 'struct': None, 'source': 3376461333454861}], 'attribute_group_id': 'OTHERS', 'source': 3376461333454861, 'name': 'Modelo', 'value_id': None, 'value_name': '22mm', 'attribute_group_name': 'Otros'}]||MCO118449||MCO-SMARTWATCHES||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|11|500897076|||False|False||36|2221.94|0|COP|CO-DC|Bogotá D.C.|TUNPQ0VORzkzMTUz|Engativá|True|me2|['self_service_in', 'mandatory_free_shipping']|cross_docking|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ0VORzkzMTUz|Engativá||||smartwatches
211|MCO557519653|MCO|Reloj Inteligente Smartwatch A1 Con Ingreso De Simcard|60000||COP|1|50|buy_it_now|gold_pro|2040-03-22T06:31:57.000Z|new|https://articulo.mercadolibre.com.co/MCO-557519653-reloj-inteligente-smartwatch-a1-con-ingreso-de-simcard-_JM|http://mco-s2-p.mlstatic.com/711763-MCO43443635106_092020-I.jpg|True|[{'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_id': '2230284', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'source': 7092, 'value_name': 'Nuevo', 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 7092}], 'attribute_group_name': 'Otros'}]||MCO118449||MCO-SMARTWATCHES||['good_quality_picture', 'good_quality_thumbnail', 'incomplete_technical_specs', 'immediate_payment', 'cart_eligible']|12|521190857|||False|False||12|5000.0|0|COP|CO-DC|Bogotá D.C.|TUNPQ0tFTjQyODYy|Kennedy|True|me2|[]|xd_drop_off|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ0tFTjQyODYy|Kennedy|||33602181.0|smartwatches
212|MCO579110274|MCO|Manilla Pulsera Correa Repuesto Para Smart Band Reloj M3, M4|3999||COP|100|100|buy_it_now|gold_special|2040-08-20T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-579110274-manilla-pulsera-correa-repuesto-para-smart-band-reloj-m3-m4-_JM|http://mco-s1-p.mlstatic.com/752494-MCO44688978129_012021-I.jpg|True|[{'value_name': None, 'value_struct': None, 'id': 'BRAND', 'name': 'Marca', 'value_id': '-1', 'source': 3376461333454861, 'values': [{'source': 3376461333454861, 'id': '-1', 'name': None, 'struct': None}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}, {'id': 'ITEM_CONDITION', 'name': 'Condición del ítem', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 6808261514773724, 'value_id': '2230284', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 6808261514773724}]}, {'value_name': ', M3, M4', 'source': 7092, 'id': 'MODEL', 'name': 'Modelo', 'value_id': None, 'value_struct': None, 'values': [{'struct': None, 'source': 7092, 'id': None, 'name': ', M3, M4'}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros'}]||MCO434353||MCO-WATCH_BANDS||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']|13|230478789|||False|False||36|111.08|0|COP|CO-DC|Bogotá D.C.|TUNPQ1VTQTY3MTQ1|Usaquén|False|me2|[]|xd_drop_off|False|||||CO|Colombia|CO-DC|Bogotá D.C.|TUNPQ1VTQTY3MTQ1|Usaquén||||smartwatches
213|MCO545763421|MCO|Huawei Honor Band 5 + 1 Correa Silicone + Protector|149999||COP|1|500|buy_it_now|gold_special|2039-12-07T04:00:00.000Z|new|https://articulo.mercadolibre.com.co/MCO-545763421-huawei-honor-band-5-1-correa-silicone-protector-_JM|http://mco-s2-p.mlstatic.com/647881-MCO41585016132_042020-I.jpg|True|[{'value_name': 'Huawei', 'value_struct': None, 'value_id': '8784', 'values': [{'source': 8342579661593500, 'id': '8784', 'name': 'Huawei', 'struct': None}], 'attribute_group_id': 'OTHERS', 'attribute_group_name': 'Otros', 'source': 8342579661593500, 'id': 'BRAND', 'name': 'Marca'}, {'id': 'ITEM_CONDITION', 'value_id': '2230284', 'value_struct': None, 'values': [{'id': '2230284', 'name': 'Nuevo', 'struct': None, 'source': 8342579661593500}], 'attribute_group_name': 'Otros', 'source': 8342579661593500, 'name': 'Condición del ítem', 'value_name': 'Nuevo', 'attribute_group_id': 'OTHERS'}, {'value_name': 'Smartband', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'id': 'LINE', 'name': 'Línea', 'value_id': None, 'values': [{'struct': None, 'source': 3376461333454861, 'id': None, 'name': 'Smartband'}], 'attribute_group_name': 'Otros', 'source': 3376461333454861}, {'value_id': None, 'value_name': 'Honor band 5', 'value_struct': None, 'attribute_group_id': 'OTHERS', 'source': 3376461333454861, 'id': 'MODEL', 'name': 'Modelo', 'values': [{'source': 3376461333454861, 'id': None, 'name': 'Honor band 5', 'struct': None}], 'attribute_group_name': 'Otros'}]||MCO118449||MCO-SMARTWATCHES||['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']|14|242854941|||False|False||36|4166.64|0|COP|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín|True|me2|['fulfillment', 'mandatory_free_shipping']|fulfillment|False|||||CO|Colombia|CO-ANT|Antioquia|TUNPQ01FRGRjNjc4|Medellín||||smartwatches
